,Unnamed: 0,Joke,category,Rating
609,3353.0,"BOB- We were learning about fractions today in math class. JOE- Oh, really? What did you learn? BOB- One half of what I was supposed to!",Children,0.7440859813708811
639,4758.0,"Dick and Jane were arguing over the breakfast table. ""Oh you're so stupid!"" shouted Dick. ""Dick!"" said their father, ""That is enough! Now say you're sorry!"" ""Okay,"" said Dick, ""I am sorry you're stupid.""",Children,0.41640335396847217
621,3333.0,"The number you have dialed is imaginary. Please rotate your phone 90 degrees and try again.""",Children,0.8407543474350125
791,2669.0,We child-proofed our home 3 years ago but they're still getting in!,Children,0.7062783940928057
776,3750.0,"According to the news, Michael Jackson is broke and can't even afford the payroll at Neverland Ranch. So the next time you see Michael with his hands in a 12-year-old's pocket, he might just be looking for lunch money",Children,0.5448405293128453
603,5009.0,Boy: May I hold your hand? Girl: It isn't very heavy. I think I can carry it myself.,Children,0.873475
684,3279.0,"My grandfather always said, ""Don't watch your money; watch your health."" So one day while I was watching my health, someone stole my money. It was my grandfather.",Children,0.6504714957438409
596,3309.0,How do the kids of dentists get around the neighborhood? On Molar-Skates,Children,0.6708351969718933
649,8049.0,Jack and Jill went up the hill to have a quiet smoke. Jack returned with lung cancer and Jill a fatal stroke.,Children,0.44309193168266214
764,2043.0,"Teacher: Alfred, how can one person make so many mistakes in one day? Alfred: I get up early.",Children,0.55251743820142
679,4883.0,"""Doctor, please hurry. My son swallowed a razor blade."" ""Don't panic, I'm coming immediately. Have you done anything yet?"" ""Yeah, I shaved with the electric razor.""",Children,0.8139425203861669
50,452.0,"Little Johnny says ""Mom, when I was on the bus with Daddy this morning, he told me to give up my seat to a lady."" ""Well, you've done the right thing,"" says Mommy ""But Mommy, I was sitting on daddy's lap.""",Children,0.4
686,8813.0,"In the school the biology teacher asks the class a question. ""Where is an elephant's sex organ?"" Little Johnny, ""In his feet ma'am."" Teacher, ""How come?"" ""If he steps on you, you're fucked.""",Children,0.6502767694924841
627,3732.0,Q: Why did the boy wear a diaper to the party? A: He didn't want to be a party pooper.,Children,0.8127401605337392
591,2586.0,"James came to school late. TEACHER: James, why are you late? JAMES: I had to take the cow to the bull to mate. TEACHER: Couldn't your father do that? JAMES: No, I think it's better for the bull to do it.",Children,0.7185504325691145
778,3171.0,"Teacher: Larry, name two pronouns. Larry: Who, Me? Teacher: That answer is correct.",Children,0.75
685,7280.0,"On a trip to see Santa, little Johnny climbed into St. Nick's lap and shared his wish list. Later that day, in another store, there was Santa again! ""And what would you like for Christmas?"" he asked little Johnny. Shaking his head, Johnny sighed, ""You really need to write these things down.""",Children,0.930410795653984
772,9368.0,"Johnny comes home from school, and shouts, ""Mother!"" Mother calls from upstairs, ""If you wish to speak to me, come upstairs so you don't have to shout."" When Johnny gets upstairs, she says, ""Now, what did you want to say to me?"" ""Just that I trod in some dog do, but it seems to have gone now!""",Children,0.754229394350294
623,9133.0,"A boy walks home an hour late to class, the teacher asks him, ""Why are you so late?"" The boy replies, ""I stopped two boys from beating each other up."" The teacher says, ""That's very nice; how did you do that?"" The boy says, ""I beat them both up!""",Children,0.5626107833412243
711,7150.0,"My kids love going to the Web, and they keep track of their passwords by writing them on Post-it notes. Their Disney password was ""GoofyMickeyMinniePluto"" and I asked why it was so long. ""Because,"" my son explained, ""they said it had to have at least four characters.""",Children,0.909225
770,3139.0,Teacher: Can you pay a little attention to this lesson?! Pupil: I am trying my best to pay as little attention as I can!!,Children,0.8700393416544422
664,6656.0,"Steve is playing with his 3 friends at his tree in the back garden, and his mum comes out and shouts, ""If all four of you fall out of that tree and break both legs, then don't come running to me!""",Children,0.8122198190689087
746,2240.0,"A father was reading Bible stories to his young son. He read, ""The man named Lot was warned to take his wife and flee out of the city, but his wife looked back and was turned to salt."" His son asked, ""What happened to the flea?""",Children,0.6162778662856668
747,2900.0,"Librarian: ""Please be quiet. The people next to you can't read."" Boy: ""What a shame! I've been reading since I was six.""",Children,0.5903268425006885
722,6871.0,"What did you learn in school today? Not enough, apparently. I have to go back tomorrow!",Children,0.7049017060082405
625,6554.0,"""I'm really too tired and unable to do my home work,"" the son protested to his father. ""Now my son, hard work has never killed any one yet, at least not at your age."" ""Yes, but I don't want to run the risk of being the first!""",Children,0.5141619402415352
587,9161.0,"The teacher told one kid, ""You're going to flunk this subject because you haven't finished your homework assignments."" The kid said, ""Good. I flunked all the other ones because I'm stupid.""",Children,0.4875349123280495
672,9942.0,"A boy and his mom were playing the new game of life were you could put your house were you wanted it. The boy put it on the left side. On his next turn he moved it onto the right side. The mom asked why he did that and he said, ""I wanted to live on the other side of life.""",Children,0.7020388364838901
848,4885.0,"SILVIA: Dad, can you write in the dark? FATHER: I think so. What do you want me to write? SYLVIA: Your name on this report card.",College,0.6999889268265106
818,1387.0,"What are the blonde's first words after 4 years of college? ""Would you like fries with that?""",College,0.858225
829,9418.0,"A dozen, a gross, and a score Plus three times the square root of four Divided by seven Plus five times eleven Is nine squared and not a bit more.",College,0.5733352358683944
822,9416.0,"Premise I: Knowledge is power. Premise II: Power corrupts. Conclusion: Therefore, knowledge corrupts.",College,0.652274698880501
837,6608.0,"Man: ""How's your history paper coming?"" Woman: ""Well, my history professor suggested that I use the Internet for research, and it's been very helpful."" Man: ""Really?"" Woman: ""Yes! I've already located 17 people who sell them!""",College,0.75
844,7205.0,A man goes to school and learns stuff.,College,0.6777787182014436
846,9408.0,"What's the integral of 1/cabin? A natural log cabin. No, a houseboat â you forgot to add the c!",College,0.6883372291646432
840,9410.0,Why do mathematicians always confuse Halloween and Christmas? Because 31 Oct = 25 Dec.,College,0.5969484015318565
826,6285.0,"In a classroom, the teacher tell the pupils that peanuts make your smarter. Then a pupil said: ""Are you nuts?""",College,0.8647
817,7909.0,"Teacher: What is the axis of the earth? Student: The axis of the earth is an imaginary line which passes from one pole to the other, and on which the earth revolves. Teacher: Very good. Now, could you hang clothes on that line? Student: Yes, Sir. Teacher: Indeed, and what sort of clothes? Student: Imaginary clothes, Sir.",College,0.938275
836,9366.0,1 Good Grades 2 Social life 3 Adequate Sleep. Pick Two Welcome to College...,College,0.9445749999999999
835,6283.0,"What's the difference between the teacher and the one who minds trains? The teacher trains minds, the other minds trains.",College,0.6959580432157964
824,9501.0,"If I had only one day left to live, I would live it in my Social Studies class; it would seem so much longer.",College,0.7354751385864802
828,2378.0,"A Harvard English 101 class was asked to write a CONCISE essay containing four elements: religion, royalty, sex and mystery. The only ""A+"" in the class read: ""My God,"" said the Queen, ""I'm pregnant. I wonder who did it?""",College,0.6677038474939764
821,7816.0,"In the university, the lecturers were entering their classes. Meanwhile, the students were doing their own stuff. When the lecturer said,""Class, attention please!"" all of them still did something else. Of course they didn't pay attention because the lecturer asked the CLASS to pay attention!",College,0.7241123815205647
839,6262.0,"Miss Blue(Teacher):""2 x 2 = 4, 4 x 4 = 16, and now, Brian, what is 16 x 16?"" Brian(Pupil): ""You cheated, Miss Blue. You always take the easy one and give us the hardest.""",College,0.5557554263846949
841,3881.0,"Texan: ""Where are you from?"" Harvard graduate: ""I come from a place where we do not end our sentences with prepositions."" Texan: ""OK, where are you from, Jackass?""",College,0.7021727817127481
815,466.0,"To help students remember the word for ""wear"" in Latin, the professor used the phrase: semper ubi, sub ubi Translation: Always wear under wear.",College,0.8502395900119095
842,9417.0,"What is sin x divided by n? Canceling the ""n"" yields six.",College,0.5645324260700494
823,2039.0,"Gary: I don't think I deserve a zero on this test. Teacher: I agree, but it's the lowest mark I can give you.",College,0.652025
834,6293.0,"Teacher: Julia, how can you say Asshole in a nicer way? Julia: As holes.",College,0.7625112119688653
816,8544.0,"Dear son, Good luck with your exams tomorrow. I always think that it's best to stay up partying all of the night before an exam. Exam rooms are always a good place to catch up on sleep, because they're silent, and there's nothing to do in them anyway. Love, Dad",College,0.99245
827,4884.0,"TEACHER: John, how do you spell ""crocodile""? JOHN: ""K-R-O-K-O-D-A-I-L."" TEACHER: No, that's wrong. JOHN: Maybe it's wrong, but you ask me how I spell it!",College,0.4987351151314564
820,4915.0,"Mr. Smith: ""So, Mr. Jones, how's your son John?"" Mr. Jones: ""He's at Harvard right now."" Mr. Smith: ""Oh, really?! Well, congratulations! What's he studying?"" Mr. Jones: ""Oh, he's not studying anything. They're studying him.""",College,0.94945
830,8784.0,"Brad: I have to take three courses in college; French, Spanish, and algebra Chris: Okay, let me hear you say hi in algebra.",College,0.806575
833,9409.0,"If only DEAD people understand hexadecimal, how many people understand hexadecimal? 57005.",College,0.49553634653538464
831,2813.0,"Teacher to student: ""I just read the composition on 'My House' that you had submitted."" Student: ""Yes, is there anything wrong?"" Teacher: ""No. It was excellent. It was exactly the same composition that your older brother submitted last year."" Student: ""Well...we live in the same house...""",College,0.892975
819,9738.0,"Bambi, a blonde in her fourth year as a UCLA Freshman, sat in her U.S. Government class. The professor asked Bambi if she knew what Roe vs. Wade was about. Bambi pondered the question, then finally said, ""That was the decision George Washington had to make before he crossed the Delaware.""",College,0.6668820807011797
843,6132.0,Math problems? Call 1-800-[(10x)(9i)Â³]-[cos(xy)/1096x],College,0.649525
832,9419.0,"If 1/(x-8) approaches â as x approaches 8 from above, then will 1/(x-3) approach Ï as x approaches 3 from above?",College,0.6786680016666651
825,3701.0,Students... Take Note: Knowledge is power ... But power corrupts ... And corruption is a crime ... And crime doesn't pay ... So if you keep on studying you'll go broke!,College,0.41697719300005115
847,3267.0,Exam Question: Define courage. Student Answer: This is.,College,0.873475
845,9601.0,Music Teacher: Anyone has a suggestion to which song we should play next? Johnny: How 'bout we sing 'The Teacher is A Big Fat Bitch. . .in C-Minor?',College,0.5546488093936817
838,33.0,"An Engineering Major says ""How does it work?"" A Science Major says ""Why does it work?"" An Accounting Major says ""How much will it cost?"" A Liberal Arts Major says ""Do you want fries with that?""",College,0.7638138773258776
814,7215.0,"To find the inverse of a function, you reverse the process. To find the inverse of putting on your socks and shoes, how do you start? Socks first!",College,0.75
63,3103.0,"For immediate issue: Password Security Guidelines V2.2b Due to new security policies, the following guidelines have been issued to assist in choosing new passwords. Please follow them closely. Passwords must conform to at least 21 of the following attributes.",Computers,0.8
64,3041.0,"The ""I Love You"" virus that infects users of Microsoft's outlook has morphed. Watch for these variations:",Computers,0.466
68,3109.0,A peek into the thoughts of computer techs worldwide ...an end user's guide to technical services.,Computers,0.6000000000000001
62,3101.0,"If you're brain required an operating system like your computer does, what would it be like?",Computers,1.0
59,3106.0,You know you're a good ol' boy computer operator if...,Computers,0.8
65,3092.0,"No, Windows is not a virus. Here's what viruses do:",Computers,0.2
60,3108.0,"Computers will never be completely ""Idiot Proof"" because Idiots continue to be so resourceful.",Computers,0.6000000000000001
66,3071.0,"""Honor System Virus"" This virus works on the honor system. Please delete all the files on your hard disk, then forward this message to everyone you know. Thank you for your cooperation.",Computers,0.8
56,3035.0,I'm sure you've heard the old story referring to optimism and pessimism that is determined by whther you think the glass is half-empty or half-full. Here are the reactions when somebody leaves a half glass of milk next to the keyboard.,Computers,0.8
57,3138.0,"QUESTION: Where do the characters go when I use my backspace or delete them on my computer? ANSWER: The characters go to different places, depending on whom you ask:",Computers,1.0
70,3027.0,"HOBBIES, TECHNICAL: HOBBIES, NONTECHNICAL: 1992 PRESIDENTIAL ELECTION: 1996 PRESIDENTIAL ELECTION:Technical Thug: Richard Stallman - Larry Wall.",Computers,0.8
69,3072.0,"Q: How many internet mail list subscribers does it take to change a light bulb? A: 1,331:",Computers,0.8
61,1742.0,"Customer: ""I'm running Windows '95.""Tech Support: ""Yes.""Customer: ""My computer isn't working now.""Tech Support: ""Yes, you said that.""",Computers,1.0
71,2732.0,How do you know if a blond has used a computer?A:if there's white out on the screen.,Computers,0.2
58,3097.0,This is an actual alert to IBM Field Engineers that went out to all IBM Branch Offices. The person who wrote it was very serious. The rest of us guys find it rather funny.     P/N 33F8462 - Domestic Mouse Balls     P/N 33F8461 - Foreign Mouse Balls,Computers,1.0
72,3065.0,"Face it, you're gonna have to go outside eventually. Sure, Amazon.com will deliver right to your door and now even Taco Bell does deliveries, but, mark my words: some day you're going to HAVE to push away from the computer and go ... OUTSIDE!!! Here's a guide:",Computers,0.8
67,2414.0,"""This little computer,"" said the sales clerk, ""will do half of your job for you. ""Studying the machine, the senior VP said, ""Fine, I'll take two. """,Computers,0.6000000000000001
79,675.0,"It was Christmas and the judge was in a merry mood as he asked the defendant, ""What are you charged with?"" ""Doing my Christmas shopping early sir"", replied the defendant. ""Well that's not an crime"", said the judge! ""How early were you doing this shopping?"" ""Before the store opened"", answered the prisoner.",Crazy Jokes,0.534
76,824.0,If corn oil is made from corn and vegetable oil is made from vegetables. What is baby oil made from?,Crazy Jokes,0.5
78,2614.0,"When your pet bird sees you reading the newspaper, does he wonder why you're just sitting there, staring at carpeting?",Crazy Jokes,0.6000000000000001
74,414.0,"From a passenger ship, everyone can see a thin bearded man on a small island, shouting and desperately waving his hands. ""Who is it on that island?"" a passenger asks the captain. ""I have no idea... but every year when we pass, he goes nuts like that.""",Crazy Jokes,0.55
77,1155.0,what do you do with a dog with no legs? Take him for a spin!,Crazy Jokes,0.2
80,446.0,"Sad News! It's always difficult to bring sad news but I think everyone should know that there was a great loss in the entertainment world. The man that wrote the ""Hokey Pokey"" died. What's really horrible was they had trouble keeping the body in the casket. They'd put his left foot in......well, you know the rest...",Crazy Jokes,0.3
81,272.0,"A guy goes to a psychiatrist. ""Doc, I keep having these alternating recurring dreams. First I'm a teepee; then I'm a wigwam; then I'm a teepee; then I'm a wigwam. It's driving me crazy. What's wrong with me?"" The doctor replies: ""It's very simple. You're two tents.""",Crazy Jokes,0.9
75,2228.0,"Just before Thanksgiving, a lady was picking through the frozen turkeys at the grocery store, but couldn't find one big enough for her family. She asked a stock boy, ""Do these turkeys get any bigger?"" The stock boy replied, ""No ma'am, they're dead.""",Crazy Jokes,1.0
73,2696.0,"If the cops arrest a mime, do they tell him he has the right to remain silent?",Crazy Jokes,1.0
82,131.0,why does sour cream have an expiry date?,Deep Thoughts,0.9
84,126.0,"A little kid asks his father, ""Daddy, is God a man or a woman?"" ""Both son. God is both."" After a while the kid comes again and asks, ""Daddy, is God black or white?"" ""Both son, both."" The child returns a few minutes later and says, ""Daddy, is Michael Jackson God?""",Deep Thoughts,0.9380000000000002
87,121.0,"If nobody is perfect, and I'm a nobody, am I perfect?",Deep Thoughts,0.4
85,125.0,Can a teacher give a homeless man homework?,Deep Thoughts,0.8
86,120.0,"A good friend will bail you out of jail.A great friend will be in the cell next to you saying,""Damn, that was fun!""",Deep Thoughts,0.82
83,124.0,If 7-11(pharmacy) is open 24/7 then why do they have locks on their doors?,Deep Thoughts,0.52
93,2385.0,son:daddy daddy why are we pushing the car over a cliff? Dad:shhhhhhhhhhhhhhhh!!!You'll wake grandma.,"Family, Parents",0.2
94,2274.0,"When I was younger I hated going to weddings ...it seemed that all of my aunts and the grandmotherly types used to come up to me, poking me in the ribs and cackling, telling me, 'You're next.' They stopped after I started doing the same thing to them at funerals.","Family, Parents",0.2
95,2624.0,Thirteen things dogs don't understand,"Family, Parents",0.8
89,3151.0,(Notes pinned to the pillow of a mother who has the flu by a well meaning husband who has inherited the house and kids.),"Family, Parents",1.0
97,2668.0,"""Do you believe in life after death?"" the boss asked one of his employees. ""Yes, sir,"" the clerk replied.""That's good,"" the boss said. ""After you left early yesterday to go to your grandmother's funeral, she stopped in to see you.""","Family, Parents",1.0
98,2142.0,"It was graduation day and Mom was trying to take a picture of their son in a cap and gown, posed with his father.""Let's try to make this look natural,"" she said. ""Junior, put your arm around your dad's shoulder.""The father answered, ""If you want it to look natural, why not have him put his hand in my pocket?""","Family, Parents",0.4
106,1990.0,"A worried Father asked his daughter if her latest beau was serious about their relationship.""I'll say he is Daddy."" responded the girl.""Just last nite he asked me how much you make, what kind of meals Mom serves and if you two are easy to get along with.""","Family, Parents",0.4
99,3155.0,"Throughout the centuries, mothers have been given their children plenty of good advice and notable quotes. Here's just a small sampling:","Family, Parents",0.4
101,2657.0,"A little boy asked his father, ""Daddy, how much does it cost to get married?"" And the father replied, ""I don't know son, I'm still paying.""","Family, Parents",0.8
105,2882.0,"A woman in Brooklyn decided to prepare her Will and make her final requests. She told her rabbi she had two final requests. First, she wanted to be cremated, and second, she wanted her ashes scattered all over Bloomingdales. ""Why Bloomingdales?"" asked the rabbi. ""Then I'll be sure my daughters visit me twice a week.""","Family, Parents",0.0
96,2284.0,"""I can't go on like this!"" the woman bawled at her husband. ""My mother sends us money, my sister buys our kids clothes, and my aunt brings us food. I'm so ashamed."" ""You should be!"" replied the never-do-well. ""Your uncles don't give us a damn thing.""","Family, Parents",0.6000000000000001
102,1952.0,"A worried Father asked his daughter if her latest beau was serious about their relationship.""I'll say he is Daddy."" responded the girl.""Just last nite he asked me how much you make, what kind of meals Mom serves and if you two are easy to get along with.""","Family, Parents",0.8
100,3147.0,Mom,"Family, Parents",0.8
91,1019.0,"A gentleman, fresh out of gift ideas, bought his mother-in- law a large plot in an expensive cemetery. On her next birthday, he bought her nothing.She was quick to comment, loud and long, on his thoughtlessness. The gentleman said only one thing - ""Well, you haven't used the gift I gave you last year.""","Family, Parents",0.8
104,2760.0,"On the first day of school, a first grader handed his teacher a note from his mother. The note read, ""The opinions expressed by this child are not necessarily those of his parents.""","Family, Parents",0.6000000000000001
103,760.0,"A Jewish boy comes home from school and tells his mother he's been given a part in the school play. ""Wonderful. What part is it?"" The boy says, ""I play the part of the Jewish husband."" The mother scowls and says, ""Go back and tell the teacher you want a speaking part.""","Family, Parents",1.0
88,2355.0,"A budding actor: ""Dad guess what? I've got my first part in a , I play the part of a man who has been maried for 25 years."" Father: ""That's a good start son, just keep at it and one of these days you'll get a speaking part.""","Family, Parents",0.8
90,2489.0,"If a mute swears, does his mother wash his hands with soap?","Family, Parents",0.534
92,2761.0,"A mother was showing her son how to zip up his coat. ""The secret,"" she said, ""is to get the left part of the zipper to fit in the other side before you try to zip it up."" The boy looked at her quizzically: ""Why does it have to be a secret?""","Family, Parents",0.4
107,889.0,"There were these two cows, chatting over the fence between their fields. The first cow said, ""I tell you, this mad-cow-disease is really pretty scary. They say it is spreading fast; I heard it hit some cows down on the Johnson Farm."" The other cow replies, ""Hell, I ain't worried, it don't affect us ducks.""",Farmers,0.35
108,2119.0,"A farmer sent his nephew a crate of chickens, but the box burst open just as the boy started to take them out.The next day he wrote his uncle, ""I chased them through my neighbor's yard, but only got back eleven."" The uncle wrote back: ""You did all right.I only sent six.""",Farmers,0.8
111,378.0,"A waiter brings the customer the steak he ordered, with his thumb over the meat as he is carrying the plate. ""Are you crazy?"" yelled the customer, ""you have your hand on my steak!"" ""What,"" answers the waiter, ""you want it to fall on the floor again?""",Food Jokes,0.6000000000000001
109,324.0,"""May I take your order?"" the waiter asked. ""Yes, how do you prepare your chickens?"" ""Nothing special sir,"" he replied. ""We just tell them straight out that they're going to die.""",Food Jokes,0.9
110,890.0,"A man goes into a restaurant with his wife. The waiter approaches the table and asks for their order. ""I'll have your biggest, juiciest steak,"" he says. ""But sir, what about the mad cow?!"" asks the waiter. ""Oh,"" answers the man, ""she'll order for herself.""",Food Jokes,0.534
115,1950.0,"A little girl came to a pregnent lady, and while pointing to her stomach asked : ""What's that?""The lady proudly replied: ""That's my little baby and I love him very much!""The little girl then said: ""If you love him that much, then why the hell did you eat him?""",Heaven and Hell,0.6000000000000001
112,2588.0,How do priests make Holy Water?They boil the hell out of it!,Heaven and Hell,0.9
116,2465.0,"Pilot: Pilot to tower. . . pilot to tower. . . I am 300 miles from land. . . 600 feet high and running out of gas. . . please instruct. . . over. Tower: Tower to pilot. . . tower to pilot. . . Repeat after me. . . ""Our Father, which art in heaven. . . """,Heaven and Hell,0.6000000000000001
120,2568.0,YOU KNOW IT'S GOING TO BE A BAD DAY WHEN:,Heaven and Hell,0.4
114,1697.0,"When the new patient was settled comfortably on the couch, the psychiatrist began his therapy session.""I'm not aware of your problem,"" the doctor said.""So perhaps, you should start at the very beginning.""""Of course,"" replied the patient.""In the beginning, I created the Heavens and the Earth...""",Heaven and Hell,0.6000000000000001
121,2507.0,"If a turtle loses his shell, is it naked or homeless?",Heaven and Hell,0.8
119,2622.0,Top 26 ways to deal with Stressful Lives,Heaven and Hell,1.0
113,2533.0,WARNINGS that should appear on alcohol bottles and over bars,Heaven and Hell,0.4
117,1977.0,"Up in heaven there is a white picket fence.On one side stood GOD on the other side stood Satan and a few of his henchmen.The devilshelpers were kicking holes in the fence.GOD said ""if you don't tell them to stop, I'll sue you"".Satan started laughing and replied ""You think you'll find a lawyer on your side of the fence?""",Heaven and Hell,0.6000000000000001
118,1964.0,"A drunken man gets on the bus late one night, staggers up the aisle, and sits next to an elderly woman.She looks the man up and down and says, I've got news for you. You're going straight to hell!"" The man jumps up out of his seat and shouts, ""Good heavens, I'm on the wrong bus!""",Heaven and Hell,0.9
125,3303.0,"To: All Employees From: Management Subject: Office conduct during the Christmas season Effective immediately, employees should keep in mind the following guidelines in compliance with FROLIC (the Federal Revelry Office and Leisure Industry Council). In spite of all this, the staff is encouraged to have a Happy Holiday.",Holidays,1.0
128,3311.0,"On the 12th day of the Eurocentrically imposed midwinter festival, my Significant Other in a consenting adult, monogamous relationship gave to me:",Holidays,0.6000000000000001
127,3327.0,The folks at American Greetings have compiled a list of lines to use when signing you valentine.... depending on your personality.,Holidays,0.4
126,3278.0,"""A Guide For Giving The Ideal Gift""",Holidays,0.4
122,3302.0,.. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. ..,Holidays,0.4
123,2350.0,"A woman went to a tattoo parlor. The artist was curious at her unsual request: A turkey on one leg and a ham on the other. The woman looked at the artist and said""My husband complains there is nothing good to eat between Thanksgiving and Christmas!""",Holidays,0.6000000000000001
124,928.0,"As a little girl climbed onto Santa's lap, Santa asked the usual, ""And what would you like for Christmas?"" The child stared at him open mouthed and horrified for a minute, then gasped, ""Didn't you get my E-mail?""",Holidays,0.466
129,3301.0,.. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. Answers:,Holidays,0.4
131,1146.0,What do the Star Ship Enterprise and toilet paper have in common? They both circle Uranus searching for Klingons.,Idiots,0.4
133,2434.0,"Professor: If there are any idiots in the classroom, please stand up. There was a long pause, then a lone freshman stood up in the back. Professor: So you consider yourself an idiot?Freshman: Well, not exactly. I just hated seeing you being the only one standing.",Idiots,0.9
130,2508.0,"A moron walks into a bar with a pile of dog crap in his hands and says, ""Hey guys, look what I almost stepped in.""",Idiots,1.0
134,2743.0,"A group of hikers were being led through the wilderness by a guide. On the third day, the hikers noticed that they had been travelling in circles. ""We're lost!"" One of the men complained. ""I thought you said you were the best guide in the United States."" ""I am,"" the guide answered, ""but I think we may be in Canada now.""",Idiots,0.6000000000000001
132,1040.0,"Read each of the following lines out loud. This is this cat This is is cat This is how cat This is to cat This is keep cat This is an old cat This is idiot cat This is busy cat This is for cat This is forty cat This is seconds cat Now, go back and read the THIRD word in each line, starting at the top.",Idiots,0.966
135,2460.0,"Two rednecks had just gone fishing and brought in the largest amount of fish they had ever seen. One said to the other, ""Did you mark the place where the fishing was so good?""""Yes, I put an X on the side of the boat. """"You idiot. That if we were gonna take a different boat next time?""",Idiots,1.0
912,2972.0,"Knock knock Who's there ? Scold Scold who ? Scold out here, let me in!",Knock-Knock,0.44326979801221744
867,6621.0,Knock Knock! Who's There? Abbott. Abbott who? Abbott time you answered the door!,Knock-Knock,0.679780621943064
980,4193.0,Knock-Knock. Who's there? Yoo who? No thanks.,Knock-Knock,0.8160000000000001
874,4092.0,"Knock Knock. Whos there? Deaf person. Deaf person who? Sorry, can't hear you.",Knock-Knock,0.6096121073160321
1004,6555.0,Knock-Knock Who's there? Tex Tex who? Tex two to tango.,Knock-Knock,0.6750060467049479
953,1897.0,Knock Knock! Who's There? Dishwasher. Dishwasher Who? Dishwasher whay I sphoke vhefore I hafe fawse feeth (This was the way I spoke before I had false teeth),Knock-Knock,0.6506348556809827
965,9695.0,Knock-knock Who's there? Someone Someone who? Someone who cuts of during mid sen . . .,Knock-Knock,0.5592231636293232
904,6597.0,Knock Knock! Who's There? Eileen. Eileen who? Eileen on the door until you open it,Knock-Knock,0.6694843306438998
957,3981.0,"Knock, knock. Who's There? Yule. Yule who? Yule never know until you open the door!",Knock-Knock,0.75
851,4619.0,"Knock, Knock Who's there? Ya Ya - who? I didn't know you could yodel! Yahoooo!",Knock-Knock,0.75
866,1107.0,Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Orange. Orange who? Orange you glad I didn't say banana!,Knock-Knock,0.91075
929,3016.0,Knock-Knock. Who's there? Sara. Sara who? Sara doctor in the house?!,Knock-Knock,0.6542103487649
921,6649.0,"Knock knock. Who's there? He. He who? He who must not be named, so don't say it!",Knock-Knock,0.661179986805655
883,9555.0,"Knock, knock! Who's there, in th' other devil's name? Faith, here's an equivocator that could swear in both the scales against either scale, who committed treason enough for God's sake, yet could not equivocate to heaven. O, come in, equivocator.",Knock-Knock,0.5815261364564299
934,6299.0,Knock-Knock Who's There? Well Water Well Water Who? Well Water You Waiting For? Open The Door And Let Me IN!!!!!!,Knock-Knock,0.94775
1003,3385.0,"Knock-Knock! Who's there? Broken tape recorder, Broken tape recorder who? Broken tape recorder, Broken tape recorder, Broken tape recorder, Broken tape recorder, Broken tape recorder...",Knock-Knock,0.40779760083814615
860,3841.0,"Knock-Knock Who's there? Apricot. Apricot who? Apricot my key, open up!",Knock-Knock,0.75
906,4350.0,Knock Knock Who's there? Acid! Acid who? Acid down and be quiet!,Knock-Knock,0.6827942568343133
960,3111.0,Knock knock Who's there? Mayonaise Mayonaise who? Mayonaise a lot of jokes on this website.,Knock-Knock,0.7346694921646733
984,770.0,Knock-knock! Who's there? Chips. Chips who? Chips Ahoy!,Knock-Knock,0.75
990,1822.0,"Knock knock. Who's there? You. You who? Yoo hoo, I'm right over here!",Knock-Knock,0.75
967,4349.0,Knock Knock! Who's there? Abbey! Abbey who? Abbey stung me on the nose!,Knock-Knock,0.6505656294059008
932,6172.0,"Knock Knock! Who's there? Moo, moo, who. Moo, moo, who, who? Well, make up your mind, are you a cow or an owl?",Knock-Knock,0.8004536827173083
969,3968.0,Knock-Knock Who's there? A little old lady. A little old lady who? I didn't know you could yodel!,Knock-Knock,0.75
859,7651.0,Knock-Knock Who's there? Idaho. Idaho who? I da hoe!!!,Knock-Knock,0.6643074974184856
919,3386.0,Knock-Knock! Who's there? Pencil. Pencil who? Pencil fall down if you don't wear a belt.,Knock-Knock,0.6571602051611989
872,291.0,Knock-knock Who's there? Boo! Boo who? Don't cry it's just a joke,Knock-Knock,0.8203897605462931
995,814.0,Knock Knock Who's there? Madam Madam who? Madam foot's caught in the door!,Knock-Knock,0.653132749395445
994,4748.0,"Knock-Knock Who's there? Oscar Oscar who? Ask her a silly question, get a silly answer!",Knock-Knock,0.77061479049623
991,6582.0,Knock knock Who's there? *silence*,Knock-Knock,0.6605104937916622
895,9739.0,Knock knock. Who's there? Granny. Granny who? Knock knock. Who's there? Granny. Granny who? Knock knock. Who's there? Granny. Granny who? Knock knock. Who's there? Aunt. Aunt who? Aren't you glad you got rid of all those grannies?,Knock-Knock,0.61675
944,4445.0,Knock-Knock Who's there? life life who? A life is what you need to get!,Knock-Knock,0.6674136416870169
918,1388.0,Knock-Knock? Who's there? Alison. Alison who? Alison (I listen) to the radio sometimes!,Knock-Knock,0.6718130566179752
908,5256.0,Knock-knock GO AWAY!!! WE DON'T WANT ANY!!!,Knock-Knock,0.5483159497110173
