,Joke,Rating,category,Mood
299,Boy: May I hold your hand? Girl: It isn't very heavy. I think I can carry it myself.,0.873475,Children,enthusiasm
300,"My grandfather always said, ""Don't watch your money; watch your health."" So one day while I was watching my health, someone stole my money. It was my grandfather.",0.6504714957438409,Children,worry
301,How do the kids of dentists get around the neighborhood? On Molar-Skates,0.6708351969718933,Children,fun
302,Jack and Jill went up the hill to have a quiet smoke. Jack returned with lung cancer and Jill a fatal stroke.,0.4430919316826621,Children,happiness
303,"Teacher: Alfred, how can one person make so many mistakes in one day? Alfred: I get up early.",0.55251743820142,Children,worry
304,"""Doctor, please hurry. My son swallowed a razor blade."" ""Don't panic, I'm coming immediately. Have you done anything yet?"" ""Yeah, I shaved with the electric razor.""",0.8139425203861669,Children,love
305,"Little Johnny says ""Mom, when I was on the bus with Daddy this morning, he told me to give up my seat to a lady."" ""Well, you've done the right thing,"" says Mommy ""But Mommy, I was sitting on daddy's lap.""",0.4,Children,love
306,"In the school the biology teacher asks the class a question. ""Where is an elephant's sex organ?"" Little Johnny, ""In his feet ma'am."" Teacher, ""How come?"" ""If he steps on you, you're fucked.""",0.6502767694924841,Children,worry
307,Q: Why did the boy wear a diaper to the party? A: He didn't want to be a party pooper.,0.8127401605337392,Children,worry
308,"James came to school late. TEACHER: James, why are you late? JAMES: I had to take the cow to the bull to mate. TEACHER: Couldn't your father do that? JAMES: No, I think it's better for the bull to do it.",0.7185504325691145,Children,worry
309,"Teacher: Larry, name two pronouns. Larry: Who, Me? Teacher: That answer is correct.",0.75,Children,neutral
310,"On a trip to see Santa, little Johnny climbed into St. Nick's lap and shared his wish list. Later that day, in another store, there was Santa again! ""And what would you like for Christmas?"" he asked little Johnny. Shaking his head, Johnny sighed, ""You really need to write these things down.""",0.930410795653984,Children,love
311,"Johnny comes home from school, and shouts, ""Mother!"" Mother calls from upstairs, ""If you wish to speak to me, come upstairs so you don't have to shout."" When Johnny gets upstairs, she says, ""Now, what did you want to say to me?"" ""Just that I trod in some dog do, but it seems to have gone now!""",0.754229394350294,Children,worry
312,"A boy walks home an hour late to class, the teacher asks him, ""Why are you so late?"" The boy replies, ""I stopped two boys from beating each other up."" The teacher says, ""That's very nice; how did you do that?"" The boy says, ""I beat them both up!""",0.5626107833412243,Children,worry
313,"My kids love going to the Web, and they keep track of their passwords by writing them on Post-it notes. Their Disney password was ""GoofyMickeyMinniePluto"" and I asked why it was so long. ""Because,"" my son explained, ""they said it had to have at least four characters.""",0.909225,Children,love
314,Teacher: Can you pay a little attention to this lesson?! Pupil: I am trying my best to pay as little attention as I can!!,0.8700393416544422,Children,enthusiasm
315,"Steve is playing with his 3 friends at his tree in the back garden, and his mum comes out and shouts, ""If all four of you fall out of that tree and break both legs, then don't come running to me!""",0.8122198190689087,Children,love
316,"A father was reading Bible stories to his young son. He read, ""The man named Lot was warned to take his wife and flee out of the city, but his wife looked back and was turned to salt."" His son asked, ""What happened to the flea?""",0.6162778662856668,Children,worry
317,"Librarian: ""Please be quiet. The people next to you can't read."" Boy: ""What a shame! I've been reading since I was six.""",0.5903268425006885,Children,worry
318,"What did you learn in school today? Not enough, apparently. I have to go back tomorrow!",0.7049017060082405,Children,surprise
319,"""I'm really too tired and unable to do my home work,"" the son protested to his father. ""Now my son, hard work has never killed any one yet, at least not at your age."" ""Yes, but I don't want to run the risk of being the first!""",0.5141619402415352,Children,hate
320,"The teacher told one kid, ""You're going to flunk this subject because you haven't finished your homework assignments."" The kid said, ""Good. I flunked all the other ones because I'm stupid.""",0.4875349123280495,Children,worry
321,"A boy and his mom were playing the new game of life were you could put your house were you wanted it. The boy put it on the left side. On his next turn he moved it onto the right side. The mom asked why he did that and he said, ""I wanted to live on the other side of life.""",0.7020388364838901,Children,happiness
322,"SILVIA: Dad, can you write in the dark? FATHER: I think so. What do you want me to write? SYLVIA: Your name on this report card.",0.6999889268265106,College,neutral
323,"What are the blonde's first words after 4 years of college? ""Would you like fries with that?""",0.858225,College,enthusiasm
324,"A dozen, a gross, and a score Plus three times the square root of four Divided by seven Plus five times eleven Is nine squared and not a bit more.",0.5733352358683944,College,relief
325,"Premise I: Knowledge is power. Premise II: Power corrupts. Conclusion: Therefore, knowledge corrupts.",0.652274698880501,College,worry
326,"Man: ""How's your history paper coming?"" Woman: ""Well, my history professor suggested that I use the Internet for research, and it's been very helpful."" Man: ""Really?"" Woman: ""Yes! I've already located 17 people who sell them!""",0.75,College,enthusiasm
327,A man goes to school and learns stuff.,0.6777787182014436,College,neutral
328,"What's the integral of 1/cabin? A natural log cabin. No, a houseboat â you forgot to add the c!",0.6883372291646432,College,neutral
329,Why do mathematicians always confuse Halloween and Christmas? Because 31 Oct = 25 Dec.,0.5969484015318565,College,worry
330,"In a classroom, the teacher tell the pupils that peanuts make your smarter. Then a pupil said: ""Are you nuts?""",0.8647,College,surprise
331,"Teacher: What is the axis of the earth? Student: The axis of the earth is an imaginary line which passes from one pole to the other, and on which the earth revolves. Teacher: Very good. Now, could you hang clothes on that line? Student: Yes, Sir. Teacher: Indeed, and what sort of clothes? Student: Imaginary clothes, Sir.",0.938275,College,fun
332,1 Good Grades 2 Social life 3 Adequate Sleep. Pick Two Welcome to College...,0.944575,College,enthusiasm
333,"What's the difference between the teacher and the one who minds trains? The teacher trains minds, the other minds trains.",0.6959580432157964,College,neutral
334,"If I had only one day left to live, I would live it in my Social Studies class; it would seem so much longer.",0.7354751385864802,College,worry
335,"A Harvard English 101 class was asked to write a CONCISE essay containing four elements: religion, royalty, sex and mystery. The only ""A+"" in the class read: ""My God,"" said the Queen, ""I'm pregnant. I wonder who did it?""",0.6677038474939764,College,surprise
336,"In the university, the lecturers were entering their classes. Meanwhile, the students were doing their own stuff. When the lecturer said,""Class, attention please!"" all of them still did something else. Of course they didn't pay attention because the lecturer asked the CLASS to pay attention!",0.7241123815205647,College,surprise
337,"Miss Blue(Teacher):""2 x 2 = 4, 4 x 4 = 16, and now, Brian, what is 16 x 16?"" Brian(Pupil): ""You cheated, Miss Blue. You always take the easy one and give us the hardest.""",0.5557554263846949,College,love
338,"Texan: ""Where are you from?"" Harvard graduate: ""I come from a place where we do not end our sentences with prepositions."" Texan: ""OK, where are you from, Jackass?""",0.7021727817127481,College,surprise
339,"To help students remember the word for ""wear"" in Latin, the professor used the phrase: semper ubi, sub ubi Translation: Always wear under wear.",0.8502395900119095,College,neutral
340,"What is sin x divided by n? Canceling the ""n"" yields six.",0.5645324260700494,College,worry
341,"Gary: I don't think I deserve a zero on this test. Teacher: I agree, but it's the lowest mark I can give you.",0.652025,College,hate
342,"Teacher: Julia, how can you say Asshole in a nicer way? Julia: As holes.",0.7625112119688653,College,hate
343,"Dear son, Good luck with your exams tomorrow. I always think that it's best to stay up partying all of the night before an exam. Exam rooms are always a good place to catch up on sleep, because they're silent, and there's nothing to do in them anyway. Love, Dad",0.99245,College,love
344,"TEACHER: John, how do you spell ""crocodile""? JOHN: ""K-R-O-K-O-D-A-I-L."" TEACHER: No, that's wrong. JOHN: Maybe it's wrong, but you ask me how I spell it!",0.4987351151314564,College,surprise
345,"Mr. Smith: ""So, Mr. Jones, how's your son John?"" Mr. Jones: ""He's at Harvard right now."" Mr. Smith: ""Oh, really?! Well, congratulations! What's he studying?"" Mr. Jones: ""Oh, he's not studying anything. They're studying him.""",0.94945,College,enthusiasm
346,"Brad: I have to take three courses in college; French, Spanish, and algebra Chris: Okay, let me hear you say hi in algebra.",0.806575,College,fun
347,"If only DEAD people understand hexadecimal, how many people understand hexadecimal? 57005.",0.4955363465353846,College,neutral
348,"Teacher to student: ""I just read the composition on 'My House' that you had submitted."" Student: ""Yes, is there anything wrong?"" Teacher: ""No. It was excellent. It was exactly the same composition that your older brother submitted last year."" Student: ""Well...we live in the same house...""",0.892975,College,relief
349,"Bambi, a blonde in her fourth year as a UCLA Freshman, sat in her U.S. Government class. The professor asked Bambi if she knew what Roe vs. Wade was about. Bambi pondered the question, then finally said, ""That was the decision George Washington had to make before he crossed the Delaware.""",0.6668820807011797,College,fun
350,Math problems? Call 1-800-[(10x)(9i)Â³]-[cos(xy)/1096x],0.649525,College,fun
351,"If 1/(x-8) approaches â as x approaches 8 from above, then will 1/(x-3) approach Ï as x approaches 3 from above?",0.6786680016666651,College,worry
352,Students... Take Note: Knowledge is power ... But power corrupts ... And corruption is a crime ... And crime doesn't pay ... So if you keep on studying you'll go broke!,0.4169771930000511,College,hate
353,Exam Question: Define courage. Student Answer: This is.,0.873475,College,enthusiasm
354,Music Teacher: Anyone has a suggestion to which song we should play next? Johnny: How 'bout we sing 'The Teacher is A Big Fat Bitch. . .in C-Minor?',0.5546488093936817,College,fun
355,"An Engineering Major says ""How does it work?"" A Science Major says ""Why does it work?"" An Accounting Major says ""How much will it cost?"" A Liberal Arts Major says ""Do you want fries with that?""",0.7638138773258776,College,enthusiasm
356,"To find the inverse of a function, you reverse the process. To find the inverse of putting on your socks and shoes, how do you start? Socks first!",0.75,College,enthusiasm
357,"For immediate issue: Password Security Guidelines V2.2b Due to new security policies, the following guidelines have been issued to assist in choosing new passwords. Please follow them closely. Passwords must conform to at least 21 of the following attributes.",0.8,Computers,worry
358,"The ""I Love You"" virus that infects users of Microsoft's outlook has morphed. Watch for these variations:",0.466,Computers,worry
359,A peek into the thoughts of computer techs worldwide ...an end user's guide to technical services.,0.6000000000000001,Computers,enthusiasm
360,"If you're brain required an operating system like your computer does, what would it be like?",1.0,Computers,surprise
361,You know you're a good ol' boy computer operator if...,0.8,Computers,enthusiasm
362,"No, Windows is not a virus. Here's what viruses do:",0.2,Computers,neutral
363,"Computers will never be completely ""Idiot Proof"" because Idiots continue to be so resourceful.",0.6000000000000001,Computers,worry
364,"""Honor System Virus"" This virus works on the honor system. Please delete all the files on your hard disk, then forward this message to everyone you know. Thank you for your cooperation.",0.8,Computers,relief
365,I'm sure you've heard the old story referring to optimism and pessimism that is determined by whther you think the glass is half-empty or half-full. Here are the reactions when somebody leaves a half glass of milk next to the keyboard.,0.8,Computers,worry
366,"QUESTION: Where do the characters go when I use my backspace or delete them on my computer? ANSWER: The characters go to different places, depending on whom you ask:",1.0,Computers,worry
367,"HOBBIES, TECHNICAL: HOBBIES, NONTECHNICAL: 1992 PRESIDENTIAL ELECTION: 1996 PRESIDENTIAL ELECTION:Technical Thug: Richard Stallman - Larry Wall.",0.8,Computers,neutral
368,"Q: How many internet mail list subscribers does it take to change a light bulb? A: 1,331:",0.8,Computers,surprise
369,"Customer: ""I'm running Windows '95.""Tech Support: ""Yes.""Customer: ""My computer isn't working now.""Tech Support: ""Yes, you said that.""",1.0,Computers,sadness
370,How do you know if a blond has used a computer?A:if there's white out on the screen.,0.2,Computers,worry
371,This is an actual alert to IBM Field Engineers that went out to all IBM Branch Offices. The person who wrote it was very serious. The rest of us guys find it rather funny.     P/N 33F8462 - Domestic Mouse Balls     P/N 33F8461 - Foreign Mouse Balls,1.0,Computers,surprise
372,"Face it, you're gonna have to go outside eventually. Sure, Amazon.com will deliver right to your door and now even Taco Bell does deliveries, but, mark my words: some day you're going to HAVE to push away from the computer and go ... OUTSIDE!!! Here's a guide:",0.8,Computers,enthusiasm
373,"""This little computer,"" said the sales clerk, ""will do half of your job for you. ""Studying the machine, the senior VP said, ""Fine, I'll take two. """,0.6000000000000001,Computers,relief
374,"It was Christmas and the judge was in a merry mood as he asked the defendant, ""What are you charged with?"" ""Doing my Christmas shopping early sir"", replied the defendant. ""Well that's not an crime"", said the judge! ""How early were you doing this shopping?"" ""Before the store opened"", answered the prisoner.",0.534,Crazy Jokes,happiness
375,If corn oil is made from corn and vegetable oil is made from vegetables. What is baby oil made from?,0.5,Crazy Jokes,surprise
376,"When your pet bird sees you reading the newspaper, does he wonder why you're just sitting there, staring at carpeting?",0.6000000000000001,Crazy Jokes,worry
377,"From a passenger ship, everyone can see a thin bearded man on a small island, shouting and desperately waving his hands. ""Who is it on that island?"" a passenger asks the captain. ""I have no idea... but every year when we pass, he goes nuts like that.""",0.55,Crazy Jokes,worry
378,what do you do with a dog with no legs? Take him for a spin!,0.2,Crazy Jokes,enthusiasm
379,"Sad News! It's always difficult to bring sad news but I think everyone should know that there was a great loss in the entertainment world. The man that wrote the ""Hokey Pokey"" died. What's really horrible was they had trouble keeping the body in the casket. They'd put his left foot in......well, you know the rest...",0.3,Crazy Jokes,sadness
380,"A guy goes to a psychiatrist. ""Doc, I keep having these alternating recurring dreams. First I'm a teepee; then I'm a wigwam; then I'm a teepee; then I'm a wigwam. It's driving me crazy. What's wrong with me?"" The doctor replies: ""It's very simple. You're two tents.""",0.9,Crazy Jokes,worry
381,"Just before Thanksgiving, a lady was picking through the frozen turkeys at the grocery store, but couldn't find one big enough for her family. She asked a stock boy, ""Do these turkeys get any bigger?"" The stock boy replied, ""No ma'am, they're dead.""",1.0,Crazy Jokes,worry
382,"If the cops arrest a mime, do they tell him he has the right to remain silent?",1.0,Crazy Jokes,worry
383,why does sour cream have an expiry date?,0.9,Deep Thoughts,worry
384,"A little kid asks his father, ""Daddy, is God a man or a woman?"" ""Both son. God is both."" After a while the kid comes again and asks, ""Daddy, is God black or white?"" ""Both son, both."" The child returns a few minutes later and says, ""Daddy, is Michael Jackson God?""",0.9380000000000002,Deep Thoughts,love
385,"If nobody is perfect, and I'm a nobody, am I perfect?",0.4,Deep Thoughts,worry
386,Can a teacher give a homeless man homework?,0.8,Deep Thoughts,surprise
387,"A good friend will bail you out of jail.A great friend will be in the cell next to you saying,""Damn, that was fun!""",0.82,Deep Thoughts,happiness
388,If 7-11(pharmacy) is open 24/7 then why do they have locks on their doors?,0.52,Deep Thoughts,surprise
389,son:daddy daddy why are we pushing the car over a cliff? Dad:shhhhhhhhhhhhhhhh!!!You'll wake grandma.,0.2,"Family, Parents",worry
390,"When I was younger I hated going to weddings ...it seemed that all of my aunts and the grandmotherly types used to come up to me, poking me in the ribs and cackling, telling me, 'You're next.' They stopped after I started doing the same thing to them at funerals.",0.2,"Family, Parents",hate
391,Thirteen things dogs don't understand,0.8,"Family, Parents",neutral
392,(Notes pinned to the pillow of a mother who has the flu by a well meaning husband who has inherited the house and kids.),1.0,"Family, Parents",relief
393,"""Do you believe in life after death?"" the boss asked one of his employees. ""Yes, sir,"" the clerk replied.""That's good,"" the boss said. ""After you left early yesterday to go to your grandmother's funeral, she stopped in to see you.""",1.0,"Family, Parents",enthusiasm
394,"It was graduation day and Mom was trying to take a picture of their son in a cap and gown, posed with his father.""Let's try to make this look natural,"" she said. ""Junior, put your arm around your dad's shoulder.""The father answered, ""If you want it to look natural, why not have him put his hand in my pocket?""",0.4,"Family, Parents",enthusiasm
395,"A worried Father asked his daughter if her latest beau was serious about their relationship.""I'll say he is Daddy."" responded the girl.""Just last nite he asked me how much you make, what kind of meals Mom serves and if you two are easy to get along with.""",0.4,"Family, Parents",happiness
396,"Throughout the centuries, mothers have been given their children plenty of good advice and notable quotes. Here's just a small sampling:",0.4,"Family, Parents",enthusiasm
397,"A little boy asked his father, ""Daddy, how much does it cost to get married?"" And the father replied, ""I don't know son, I'm still paying.""",0.8,"Family, Parents",love
398,"A woman in Brooklyn decided to prepare her Will and make her final requests. She told her rabbi she had two final requests. First, she wanted to be cremated, and second, she wanted her ashes scattered all over Bloomingdales. ""Why Bloomingdales?"" asked the rabbi. ""Then I'll be sure my daughters visit me twice a week.""",0.0,"Family, Parents",love
399,"""I can't go on like this!"" the woman bawled at her husband. ""My mother sends us money, my sister buys our kids clothes, and my aunt brings us food. I'm so ashamed."" ""You should be!"" replied the never-do-well. ""Your uncles don't give us a damn thing.""",0.6000000000000001,"Family, Parents",hate
400,"A worried Father asked his daughter if her latest beau was serious about their relationship.""I'll say he is Daddy."" responded the girl.""Just last nite he asked me how much you make, what kind of meals Mom serves and if you two are easy to get along with.""",0.8,"Family, Parents",happiness
401,Mom,0.8,"Family, Parents",neutral
402,"A gentleman, fresh out of gift ideas, bought his mother-in- law a large plot in an expensive cemetery. On her next birthday, he bought her nothing.She was quick to comment, loud and long, on his thoughtlessness. The gentleman said only one thing - ""Well, you haven't used the gift I gave you last year.""",0.8,"Family, Parents",relief
403,"On the first day of school, a first grader handed his teacher a note from his mother. The note read, ""The opinions expressed by this child are not necessarily those of his parents.""",0.6000000000000001,"Family, Parents",worry
404,"A Jewish boy comes home from school and tells his mother he's been given a part in the school play. ""Wonderful. What part is it?"" The boy says, ""I play the part of the Jewish husband."" The mother scowls and says, ""Go back and tell the teacher you want a speaking part.""",1.0,"Family, Parents",love
405,"A budding actor: ""Dad guess what? I've got my first part in a , I play the part of a man who has been maried for 25 years."" Father: ""That's a good start son, just keep at it and one of these days you'll get a speaking part.""",0.8,"Family, Parents",fun
406,"If a mute swears, does his mother wash his hands with soap?",0.534,"Family, Parents",worry
407,"A mother was showing her son how to zip up his coat. ""The secret,"" she said, ""is to get the left part of the zipper to fit in the other side before you try to zip it up."" The boy looked at her quizzically: ""Why does it have to be a secret?""",0.4,"Family, Parents",fun
408,"There were these two cows, chatting over the fence between their fields. The first cow said, ""I tell you, this mad-cow-disease is really pretty scary. They say it is spreading fast; I heard it hit some cows down on the Johnson Farm."" The other cow replies, ""Hell, I ain't worried, it don't affect us ducks.""",0.35,Farmers,happiness
409,"A farmer sent his nephew a crate of chickens, but the box burst open just as the boy started to take them out.The next day he wrote his uncle, ""I chased them through my neighbor's yard, but only got back eleven."" The uncle wrote back: ""You did all right.I only sent six.""",0.8,Farmers,love
410,"A waiter brings the customer the steak he ordered, with his thumb over the meat as he is carrying the plate. ""Are you crazy?"" yelled the customer, ""you have your hand on my steak!"" ""What,"" answers the waiter, ""you want it to fall on the floor again?""",0.6000000000000001,Food Jokes,hate
411,"""May I take your order?"" the waiter asked. ""Yes, how do you prepare your chickens?"" ""Nothing special sir,"" he replied. ""We just tell them straight out that they're going to die.""",0.9,Food Jokes,love
412,"A man goes into a restaurant with his wife. The waiter approaches the table and asks for their order. ""I'll have your biggest, juiciest steak,"" he says. ""But sir, what about the mad cow?!"" asks the waiter. ""Oh,"" answers the man, ""she'll order for herself.""",0.534,Food Jokes,happiness
413,"A little girl came to a pregnent lady, and while pointing to her stomach asked : ""What's that?""The lady proudly replied: ""That's my little baby and I love him very much!""The little girl then said: ""If you love him that much, then why the hell did you eat him?""",0.6000000000000001,Heaven and Hell,love
414,How do priests make Holy Water?They boil the hell out of it!,0.9,Heaven and Hell,hate
415,"Pilot: Pilot to tower. . . pilot to tower. . . I am 300 miles from land. . . 600 feet high and running out of gas. . . please instruct. . . over. Tower: Tower to pilot. . . tower to pilot. . . Repeat after me. . . ""Our Father, which art in heaven. . . """,0.6000000000000001,Heaven and Hell,neutral
416,YOU KNOW IT'S GOING TO BE A BAD DAY WHEN:,0.4,Heaven and Hell,hate
417,"When the new patient was settled comfortably on the couch, the psychiatrist began his therapy session.""I'm not aware of your problem,"" the doctor said.""So perhaps, you should start at the very beginning.""""Of course,"" replied the patient.""In the beginning, I created the Heavens and the Earth...""",0.6000000000000001,Heaven and Hell,relief
418,"If a turtle loses his shell, is it naked or homeless?",0.8,Heaven and Hell,worry
419,Top 26 ways to deal with Stressful Lives,1.0,Heaven and Hell,enthusiasm
420,WARNINGS that should appear on alcohol bottles and over bars,0.4,Heaven and Hell,worry
421,"Up in heaven there is a white picket fence.On one side stood GOD on the other side stood Satan and a few of his henchmen.The devilshelpers were kicking holes in the fence.GOD said ""if you don't tell them to stop, I'll sue you"".Satan started laughing and replied ""You think you'll find a lawyer on your side of the fence?""",0.6000000000000001,Heaven and Hell,hate
422,"A drunken man gets on the bus late one night, staggers up the aisle, and sits next to an elderly woman.She looks the man up and down and says, I've got news for you. You're going straight to hell!"" The man jumps up out of his seat and shouts, ""Good heavens, I'm on the wrong bus!""",0.9,Heaven and Hell,worry
423,"To: All Employees From: Management Subject: Office conduct during the Christmas season Effective immediately, employees should keep in mind the following guidelines in compliance with FROLIC (the Federal Revelry Office and Leisure Industry Council). In spite of all this, the staff is encouraged to have a Happy Holiday.",1.0,Holidays,relief
424,"On the 12th day of the Eurocentrically imposed midwinter festival, my Significant Other in a consenting adult, monogamous relationship gave to me:",0.6000000000000001,Holidays,neutral
425,The folks at American Greetings have compiled a list of lines to use when signing you valentine.... depending on your personality.,0.4,Holidays,enthusiasm
426,"""A Guide For Giving The Ideal Gift""",0.4,Holidays,enthusiasm
427,.. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. ..,0.4,Holidays,worry
428,"A woman went to a tattoo parlor. The artist was curious at her unsual request: A turkey on one leg and a ham on the other. The woman looked at the artist and said""My husband complains there is nothing good to eat between Thanksgiving and Christmas!""",0.6000000000000001,Holidays,worry
429,"As a little girl climbed onto Santa's lap, Santa asked the usual, ""And what would you like for Christmas?"" The child stared at him open mouthed and horrified for a minute, then gasped, ""Didn't you get my E-mail?""",0.466,Holidays,love
430,.. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. .. Answers:,0.4,Holidays,neutral
431,What do the Star Ship Enterprise and toilet paper have in common? They both circle Uranus searching for Klingons.,0.4,Idiots,surprise
432,"Professor: If there are any idiots in the classroom, please stand up. There was a long pause, then a lone freshman stood up in the back. Professor: So you consider yourself an idiot?Freshman: Well, not exactly. I just hated seeing you being the only one standing.",0.9,Idiots,hate
433,"A moron walks into a bar with a pile of dog crap in his hands and says, ""Hey guys, look what I almost stepped in.""",1.0,Idiots,hate
434,"A group of hikers were being led through the wilderness by a guide. On the third day, the hikers noticed that they had been travelling in circles. ""We're lost!"" One of the men complained. ""I thought you said you were the best guide in the United States."" ""I am,"" the guide answered, ""but I think we may be in Canada now.""",0.6000000000000001,Idiots,surprise
435,"Read each of the following lines out loud. This is this cat This is is cat This is how cat This is to cat This is keep cat This is an old cat This is idiot cat This is busy cat This is for cat This is forty cat This is seconds cat Now, go back and read the THIRD word in each line, starting at the top.",0.966,Idiots,worry
436,"Two rednecks had just gone fishing and brought in the largest amount of fish they had ever seen. One said to the other, ""Did you mark the place where the fishing was so good?""""Yes, I put an X on the side of the boat. """"You idiot. That if we were gonna take a different boat next time?""",1.0,Idiots,surprise
437,"Knock knock Who's there ? Scold Scold who ? Scold out here, let me in!",0.4432697980122174,Knock-Knock,neutral
438,Knock Knock! Who's There? Abbott. Abbott who? Abbott time you answered the door!,0.679780621943064,Knock-Knock,neutral
439,Knock-Knock. Who's there? Yoo who? No thanks.,0.8160000000000001,Knock-Knock,enthusiasm
440,"Knock Knock. Whos there? Deaf person. Deaf person who? Sorry, can't hear you.",0.6096121073160321,Knock-Knock,worry
441,Knock-Knock Who's there? Tex Tex who? Tex two to tango.,0.6750060467049479,Knock-Knock,enthusiasm
442,Knock Knock! Who's There? Dishwasher. Dishwasher Who? Dishwasher whay I sphoke vhefore I hafe fawse feeth (This was the way I spoke before I had false teeth),0.6506348556809827,Knock-Knock,worry
443,Knock-knock Who's there? Someone Someone who? Someone who cuts of during mid sen . . .,0.5592231636293232,Knock-Knock,neutral
444,Knock Knock! Who's There? Eileen. Eileen who? Eileen on the door until you open it,0.6694843306438998,Knock-Knock,neutral
445,"Knock, knock. Who's There? Yule. Yule who? Yule never know until you open the door!",0.75,Knock-Knock,fun
446,"Knock, Knock Who's there? Ya Ya - who? I didn't know you could yodel! Yahoooo!",0.75,Knock-Knock,fun
447,Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Banana. Banana who? Knock Knock. Who's there? Orange. Orange who? Orange you glad I didn't say banana!,0.91075,Knock-Knock,happiness
448,Knock-Knock. Who's there? Sara. Sara who? Sara doctor in the house?!,0.6542103487649,Knock-Knock,surprise
449,"Knock knock. Who's there? He. He who? He who must not be named, so don't say it!",0.661179986805655,Knock-Knock,surprise
450,"Knock, knock! Who's there, in th' other devil's name? Faith, here's an equivocator that could swear in both the scales against either scale, who committed treason enough for God's sake, yet could not equivocate to heaven. O, come in, equivocator.",0.5815261364564299,Knock-Knock,enthusiasm
451,Knock-Knock Who's There? Well Water Well Water Who? Well Water You Waiting For? Open The Door And Let Me IN!!!!!!,0.94775,Knock-Knock,enthusiasm
452,"Knock-Knock! Who's there? Broken tape recorder, Broken tape recorder who? Broken tape recorder, Broken tape recorder, Broken tape recorder, Broken tape recorder, Broken tape recorder...",0.4077976008381461,Knock-Knock,worry
453,"Knock-Knock Who's there? Apricot. Apricot who? Apricot my key, open up!",0.75,Knock-Knock,surprise
454,Knock Knock Who's there? Acid! Acid who? Acid down and be quiet!,0.6827942568343133,Knock-Knock,neutral
455,Knock knock Who's there? Mayonaise Mayonaise who? Mayonaise a lot of jokes on this website.,0.7346694921646733,Knock-Knock,surprise
456,Knock-knock! Who's there? Chips. Chips who? Chips Ahoy!,0.75,Knock-Knock,enthusiasm
457,"Knock knock. Who's there? You. You who? Yoo hoo, I'm right over here!",0.75,Knock-Knock,fun
458,Knock Knock! Who's there? Abbey! Abbey who? Abbey stung me on the nose!,0.6505656294059008,Knock-Knock,surprise
459,"Knock Knock! Who's there? Moo, moo, who. Moo, moo, who, who? Well, make up your mind, are you a cow or an owl?",0.8004536827173083,Knock-Knock,fun
460,Knock-Knock Who's there? A little old lady. A little old lady who? I didn't know you could yodel!,0.75,Knock-Knock,fun
461,Knock-Knock Who's there? Idaho. Idaho who? I da hoe!!!,0.6643074974184856,Knock-Knock,neutral
462,Knock-Knock! Who's there? Pencil. Pencil who? Pencil fall down if you don't wear a belt.,0.6571602051611989,Knock-Knock,surprise
463,Knock-knock Who's there? Boo! Boo who? Don't cry it's just a joke,0.8203897605462931,Knock-Knock,fun
464,Knock Knock Who's there? Madam Madam who? Madam foot's caught in the door!,0.653132749395445,Knock-Knock,surprise
465,"Knock-Knock Who's there? Oscar Oscar who? Ask her a silly question, get a silly answer!",0.77061479049623,Knock-Knock,fun
466,Knock knock Who's there? *silence*,0.6605104937916622,Knock-Knock,worry
467,Knock knock. Who's there? Granny. Granny who? Knock knock. Who's there? Granny. Granny who? Knock knock. Who's there? Granny. Granny who? Knock knock. Who's there? Aunt. Aunt who? Aren't you glad you got rid of all those grannies?,0.61675,Knock-Knock,love
468,Knock-Knock Who's there? life life who? A life is what you need to get!,0.6674136416870169,Knock-Knock,enthusiasm
469,Knock-Knock? Who's there? Alison. Alison who? Alison (I listen) to the radio sometimes!,0.6718130566179752,Knock-Knock,worry
470,Knock-knock GO AWAY!!! WE DON'T WANT ANY!!!,0.5483159497110173,Knock-Knock,hate
471,"Knock Knock Who's there ! Banana ! Banana who ? Banana split, so ice creamed !",0.7014434290118516,Knock-Knock,enthusiasm
472,Knock-Knock? Who's There? Ice Cream. Ice Cream who? I scream for Ice Cream!!,0.5054060425956733,Knock-Knock,surprise
473,"Knock, knock, knock! Who's there? Faith, here's an English tailor come hither for stealing out of a French hose. Come in, tailor. Here you may roast your gooses.",0.5777665627315174,Knock-Knock,surprise
474,"Knock-Knock Who's There? Rita Rita who? Rita book, you might learn something!",0.75,Knock-Knock,fun
475,"Visitor : ""Knock knock?"" Worker: ""Who's there?"" Visitor : ""Doughnut Man."" Worker: ""Doughnut Man who?"" Visitor : ""For the last time, do not (doughnut) bother me with your useless 'Knock-Knock' jokes!"" Worker: ""But you started it!""",0.5604295734595275,Knock-Knock,hate
476,Knock knock. Who's there? Someone too short to ring the doorbell.,0.654362453869544,Knock-Knock,neutral
477,"Knock knock Who's there? can't catch. can't catch who? me, you can't catch me!",0.6827686462085694,Knock-Knock,worry
478,"Knock knock. Who's there? Lettuce. Lettuce who? Lettuce in, it's raining!",0.6824112884351052,Knock-Knock,surprise
